date,act_bal
2012-01-01,773.6048387096772
2012-01-05,773.6048387096772
2012-01-10,773.6048387096772
2012-01-15,773.6048387096772
2012-01-20,773.6048387096772
2012-01-25,773.6048387096772
2012-01-28,773.6048387096772
2012-02-01,724.7196428571432
2012-02-05,724.7196428571432
2012-02-10,724.7196428571432
2012-02-15,724.7196428571432
2012-02-20,724.7196428571432
2012-02-25,724.7196428571432
2012-02-28,724.7196428571432
2012-03-01,710.1661290322579
2012-03-05,710.1661290322579
2012-03-10,710.1661290322579
2012-03-15,710.1661290322579
2012-03-20,710.1661290322579
2012-03-25,710.1661290322579
2012-03-28,710.1661290322579
2012-04-01,692.8683333333336
2012-04-05,692.8683333333336
2012-04-10,692.8683333333336
2012-04-15,692.8683333333336
2012-04-20,692.8683333333336
2012-04-25,692.8683333333336
2012-04-28,692.8683333333336
2012-05-01,688.5338709677418
2012-05-05,688.5338709677418
2012-05-10,688.5338709677418
2012-05-15,688.5338709677418
2012-05-20,688.5338709677418
2012-05-25,688.5338709677418
2012-05-28,688.5338709677418
2012-06-01,707.6216666666666
2012-06-05,707.6216666666666
2012-06-10,707.6216666666666
2012-06-15,707.6216666666666
2012-06-20,707.6216666666666
2012-06-25,707.6216666666666
2012-06-28,707.6216666666666
2012-07-01,720.2790322580646
2012-07-05,720.2790322580646
2012-07-10,720.2790322580646
2012-07-15,720.2790322580646
2012-07-20,720.2790322580646
2012-07-25,720.2790322580646
2012-07-28,720.2790322580646
2012-08-01,712.5387096774191
2012-08-05,712.5387096774191
2012-08-10,712.5387096774191
2012-08-15,712.5387096774191
2012-08-20,712.5387096774191
2012-08-25,712.5387096774191
2012-08-28,712.5387096774191
2012-09-01,729.2166666666668
2012-09-05,729.2166666666668
2012-09-10,729.2166666666668
2012-09-15,729.2166666666668
2012-09-20,729.2166666666668
2012-09-25,729.2166666666668
2012-09-28,729.2166666666668
2012-10-01,738.0693548387098
2012-10-05,738.0693548387098
2012-10-10,738.0693548387098
2012-10-15,738.0693548387098
2012-10-20,738.0693548387098
2012-10-25,738.0693548387098
2012-10-28,738.0693548387098
2012-11-01,744.7016666666666
2012-11-05,744.7016666666666
2012-11-10,744.7016666666666
2012-11-15,744.7016666666666
2012-11-20,744.7016666666666
2012-11-25,744.7016666666666
2012-11-28,744.7016666666666
2012-12-01,1054.9790322580645
2012-12-05,1054.9790322580645
2012-12-10,1054.9790322580645
2012-12-15,1054.9790322580645
2012-12-20,1054.9790322580645
2012-12-25,1054.9790322580645
2012-12-28,1054.9790322580645
2013-01-01,841.8306451612904
2013-01-05,841.8306451612904
2013-01-10,841.8306451612904
2013-01-15,841.8306451612904
2013-01-20,841.8306451612904
2013-01-25,841.8306451612904
2013-01-28,841.8306451612904
2013-02-01,789.8696428571432
2013-02-05,789.8696428571432
2013-02-10,789.8696428571432
2013-02-15,789.8696428571432
2013-02-20,789.8696428571432
2013-02-25,789.8696428571432
2013-02-28,789.8696428571432
2013-03-01,798.2435483870968
2013-03-05,798.2435483870968
2013-03-10,798.2435483870968
2013-03-15,798.2435483870968
2013-03-20,798.2435483870968
2013-03-25,798.2435483870968
2013-03-28,798.2435483870968
2013-04-01,841.4666666666669
2013-04-05,841.4666666666669
2013-04-10,841.4666666666669
2013-04-15,841.4666666666669
2013-04-20,841.4666666666669
2013-04-25,841.4666666666669
2013-04-28,841.4666666666669
2013-05-01,858.698387096774
2013-05-05,858.698387096774
2013-05-10,858.698387096774
2013-05-15,858.698387096774
2013-05-20,858.698387096774
2013-05-25,858.698387096774
2013-05-28,858.698387096774
2013-06-01,890.6966666666668
2013-06-05,890.6966666666668
2013-06-10,890.6966666666668
2013-06-15,890.6966666666668
2013-06-20,890.6966666666668
2013-06-25,890.6966666666668
2013-06-28,890.6966666666668
2013-07-01,871.4274193548389
2013-07-05,871.4274193548389
2013-07-10,871.4274193548389
2013-07-15,871.4274193548389
2013-07-20,871.4274193548389
2013-07-25,871.4274193548389
2013-07-28,871.4274193548389
2013-08-01,840.5499999999998
2013-08-05,840.5499999999998
2013-08-10,840.5499999999998
2013-08-15,840.5499999999998
2013-08-20,840.5499999999998
2013-08-25,840.5499999999998
2013-08-28,840.5499999999998
2013-09-01,865.705
2013-09-05,865.705
2013-09-10,865.705
2013-09-15,865.705
2013-09-20,865.705
2013-09-25,865.705
2013-09-28,865.705
2013-10-01,862.2161290322582
2013-10-05,862.2161290322582
2013-10-10,862.2161290322582
2013-10-15,862.2161290322582
2013-10-20,862.2161290322582
2013-10-25,862.2161290322582
2013-10-28,862.2161290322582
2013-11-01,888.1166666666667
2013-11-05,888.1166666666667
2013-11-10,888.1166666666667
2013-11-15,888.1166666666667
2013-11-20,888.1166666666667
2013-11-25,888.1166666666667
2013-11-28,888.1166666666667
2013-12-01,1242.059677419355
2013-12-05,1242.059677419355
2013-12-10,1242.059677419355
2013-12-15,1242.059677419355
2013-12-20,1242.059677419355
2013-12-25,1242.059677419355
2013-12-28,1242.059677419355
2014-01-01,1067.0774193548389
2014-01-05,1067.0774193548389
2014-01-10,1067.0774193548389
2014-01-15,1067.0774193548389
2014-01-20,1067.0774193548389
2014-01-25,1067.0774193548389
2014-01-28,1067.0774193548389
2014-02-01,1027.355357142857
2014-02-05,1027.355357142857
2014-02-10,1027.355357142857
2014-02-15,1027.355357142857
2014-02-20,1027.355357142857
2014-02-25,1027.355357142857
2014-02-28,1027.355357142857
2014-03-01,1050.0274193548385
2014-03-05,1050.0274193548385
2014-03-10,1050.0274193548385
2014-03-15,1050.0274193548385
2014-03-20,1050.0274193548385
2014-03-25,1050.0274193548385
2014-03-28,1050.0274193548385
2014-04-01,1060.5583333333334
2014-04-05,1060.5583333333334
2014-04-10,1060.5583333333334
2014-04-15,1060.5583333333334
2014-04-20,1060.5583333333334
2014-04-25,1060.5583333333334
2014-04-28,1060.5583333333334
2014-05-01,1060.4935483870966
2014-05-05,1060.4935483870966
2014-05-10,1060.4935483870966
2014-05-15,1060.4935483870966
2014-05-20,1060.4935483870966
2014-05-25,1060.4935483870966
2014-05-28,1060.4935483870966
2014-06-01,1078.405
2014-06-05,1078.405
2014-06-10,1078.405
2014-06-15,1078.405
2014-06-20,1078.405
2014-06-25,1078.405
2014-06-28,1078.405
2014-07-01,1043.0354838709677
2014-07-05,1043.0354838709677
2014-07-10,1043.0354838709677
2014-07-15,1043.0354838709677
2014-07-20,1043.0354838709677
2014-07-25,1043.0354838709677
2014-07-28,1043.0354838709677
2014-08-01,1003.5967741935484
2014-08-05,1003.5967741935484
2014-08-10,1003.5967741935484
2014-08-15,1003.5967741935484
2014-08-20,1003.5967741935484
2014-08-25,1003.5967741935484
2014-08-28,1003.5967741935484
2014-09-01,1019.7950000000001
2014-09-05,1019.7950000000001
2014-09-10,1019.7950000000001
2014-09-15,1019.7950000000001
2014-09-20,1019.7950000000001
2014-09-25,1019.7950000000001
2014-09-28,1019.7950000000001
2014-10-01,1052.0467741935486
2014-10-05,1052.0467741935486
2014-10-10,1052.0467741935486
2014-10-15,1052.0467741935486
2014-10-20,1052.0467741935486
2014-10-25,1052.0467741935486
2014-10-28,1052.0467741935486
2014-11-01,1094.0883333333334
2014-11-05,1094.0883333333334
2014-11-10,1094.0883333333334
2014-11-15,1094.0883333333334
2014-11-20,1094.0883333333334
2014-11-25,1094.0883333333334
2014-11-28,1094.0883333333334
2014-12-01,1518.6951612903222
2014-12-05,1518.6951612903222
2014-12-10,1518.6951612903222
2014-12-15,1518.6951612903222
2014-12-20,1518.6951612903222
2014-12-25,1518.6951612903222
2014-12-28,1518.6951612903222
2015-01-01,1224.9064516129033
2015-01-05,1224.9064516129033
2015-01-10,1224.9064516129033
2015-01-15,1224.9064516129033
2015-01-20,1224.9064516129033
2015-01-25,1224.9064516129033
2015-01-28,1224.9064516129033
2015-02-01,1214.5803571428569
2015-02-05,1214.5803571428569
2015-02-10,1214.5803571428569
2015-02-15,1214.5803571428569
2015-02-20,1214.5803571428569
2015-02-25,1214.5803571428569
2015-02-28,1214.5803571428569
2015-03-01,1215.8774193548386
2015-03-05,1215.8774193548386
2015-03-10,1215.8774193548386
2015-03-15,1215.8774193548386
2015-03-20,1215.8774193548386
2015-03-25,1215.8774193548386
2015-03-28,1215.8774193548386
2015-04-01,1188.9566666666663
2015-04-05,1188.9566666666663
2015-04-10,1188.9566666666663
2015-04-15,1188.9566666666663
2015-04-20,1188.9566666666663
2015-04-25,1188.9566666666663
2015-04-28,1188.9566666666663
2015-05-01,1138.9467741935484
2015-05-05,1138.9467741935484
2015-05-10,1138.9467741935484
2015-05-15,1138.9467741935484
2015-05-20,1138.9467741935484
2015-05-25,1138.9467741935484
2015-05-28,1138.9467741935484
2015-06-01,1163.0483333333332
2015-06-05,1163.0483333333332
2015-06-10,1163.0483333333332
2015-06-15,1163.0483333333332
2015-06-20,1163.0483333333332
2015-06-25,1163.0483333333332
2015-06-28,1163.0483333333332
2015-07-01,1201.9177419354835
2015-07-05,1201.9177419354835
2015-07-10,1201.9177419354835
2015-07-15,1201.9177419354835
2015-07-20,1201.9177419354835
2015-07-25,1201.9177419354835
2015-07-28,1201.9177419354835
2015-08-01,1205.0016129032256
2015-08-05,1205.0016129032256
2015-08-10,1205.0016129032256
2015-08-15,1205.0016129032256
2015-08-20,1205.0016129032256
2015-08-25,1205.0016129032256
2015-08-28,1205.0016129032256
2015-09-01,1398.0783333333334
2015-09-05,1398.0783333333334
2015-09-10,1398.0783333333334
2015-09-15,1398.0783333333334
2015-09-20,1398.0783333333334
2015-09-25,1398.0783333333334
2015-09-28,1398.0783333333334
2015-10-01,1465.532258064516
2015-10-05,1465.532258064516
2015-10-10,1465.532258064516
2015-10-15,1465.532258064516
2015-10-20,1465.532258064516
2015-10-25,1465.532258064516
2015-10-28,1465.532258064516
2015-11-01,1423.2816666666663
2015-11-05,1423.2816666666663
2015-11-10,1423.2816666666663
2015-11-15,1423.2816666666663
2015-11-20,1423.2816666666663
2015-11-25,1423.2816666666663
2015-11-28,1423.2816666666663
2015-12-01,1665.2806451612905
2015-12-05,1665.2806451612905
2015-12-10,1665.2806451612905
2015-12-15,1665.2806451612905
2015-12-20,1665.2806451612905
2015-12-25,1665.2806451612905
2015-12-28,1665.2806451612905
2016-01-01,1529.3824483437495
2016-01-05,1529.3824483437495
2016-01-10,1529.3824483437495
2016-01-15,1529.3824483437495
2016-01-20,1529.3824483437495
2016-01-25,1529.3824483437495
2016-01-28,1529.3824483437495
2016-02-01,1581.0142857142855
2016-02-05,1581.0142857142855
2016-02-10,1581.0142857142855
2016-02-15,1581.0142857142855
2016-02-20,1581.0142857142855
2016-02-25,1581.0142857142855
2016-02-28,1581.0142857142855
2016-03-01,1566.4357142857139
2016-03-05,1566.4357142857139
2016-03-10,1566.4357142857139
2016-03-15,1566.4357142857139
2016-03-20,1566.4357142857139
2016-03-25,1566.4357142857139
2016-03-28,1566.4357142857139
2016-04-01,1514.8114285714291
2016-04-05,1514.8114285714291
2016-04-10,1514.8114285714291
2016-04-15,1514.8114285714291
2016-04-20,1514.8114285714291
2016-04-25,1514.8114285714291
2016-04-28,1514.8114285714291
2016-05-01,1562.607142857142
2016-05-05,1562.607142857142
2016-05-10,1562.607142857142
2016-05-15,1562.607142857142
2016-05-20,1562.607142857142
2016-05-25,1562.607142857142
2016-05-28,1562.607142857142
2016-06-01,1569.771428571429
2016-06-05,1569.771428571429
2016-06-10,1569.771428571429
2016-06-15,1569.771428571429
2016-06-20,1569.771428571429
2016-06-25,1569.771428571429
2016-06-28,1569.771428571429
2016-07-01,1576.6392857142862
2016-07-05,1576.6392857142862
2016-07-10,1576.6392857142862
2016-07-15,1576.6392857142862
2016-07-20,1576.6392857142862
2016-07-25,1576.6392857142862
2016-07-28,1576.6392857142862
2016-08-01,1628.0885714285716
2016-08-05,1628.0885714285716
2016-08-10,1628.0885714285716
2016-08-15,1628.0885714285716
2016-08-20,1628.0885714285716
2016-08-25,1628.0885714285716
2016-08-28,1628.0885714285716
2016-09-01,1884.4678571428574
2016-09-05,1884.4678571428574
2016-09-10,1884.4678571428574
2016-09-15,1884.4678571428574
2016-09-20,1884.4678571428574
2016-09-25,1884.4678571428574
2016-09-28,1884.4678571428574
2016-10-01,1867.925714285714
2016-10-05,1867.925714285714
2016-10-10,1867.925714285714
2016-10-15,1867.925714285714
2016-10-20,1867.925714285714
2016-10-25,1867.925714285714
2016-10-28,1867.925714285714
2016-11-01,1852.2035714285707
2016-11-05,1852.2035714285707
2016-11-10,1852.2035714285707
2016-11-15,1852.2035714285707
2016-11-20,1852.2035714285707
2016-11-25,1852.2035714285707
2016-11-28,1852.2035714285707
2016-12-01,1978.7800000000004
2016-12-05,1978.7800000000004
2016-12-10,1978.7800000000004
2016-12-15,1978.7800000000004
2016-12-20,1978.7800000000004
2016-12-25,1978.7800000000004
2016-12-28,1978.7800000000004
2017-01-01,1858.1642857142858
2017-01-05,1858.1642857142858
2017-01-10,1858.1642857142858
2017-01-15,1858.1642857142858
2017-01-20,1858.1642857142858
2017-01-25,1858.1642857142858
2017-01-28,1858.1642857142858
2017-02-01,1989.3892857142857
2017-02-05,1989.3892857142857
2017-02-10,1989.3892857142857
2017-02-15,1989.3892857142857
2017-02-20,1989.3892857142857
2017-02-25,1989.3892857142857
2017-02-28,1989.3892857142857
2017-03-01,1971.02
2017-03-05,1971.02
2017-03-10,1971.02
2017-03-15,1971.02
2017-03-20,1971.02
2017-03-25,1971.02
2017-03-28,1971.02
2017-04-01,1981.0107142857141
2017-04-05,1981.0107142857141
2017-04-10,1981.0107142857141
2017-04-15,1981.0107142857141
2017-04-20,1981.0107142857141
2017-04-25,1981.0107142857141
2017-04-28,1981.0107142857141
2017-05-01,1931.3714285714286
2017-05-05,1931.3714285714286
2017-05-10,1931.3714285714286
2017-05-15,1931.3714285714286
2017-05-20,1931.3714285714286
2017-05-25,1931.3714285714286
2017-05-28,1931.3714285714286
2017-06-01,1945.9400000000003
2017-06-05,1945.9400000000003
2017-06-10,1945.9400000000003
2017-06-15,1945.9400000000003
2017-06-20,1945.9400000000003
2017-06-25,1945.9400000000003
2017-06-28,1945.9400000000003
2017-07-01,1967.0857142857142
2017-07-05,1967.0857142857142
2017-07-10,1967.0857142857142
2017-07-15,1967.0857142857142
2017-07-20,1967.0857142857142
2017-07-25,1967.0857142857142
2017-07-28,1967.0857142857142
2017-08-01,1983.0249999999996
2017-08-05,1983.0249999999996
2017-08-10,1983.0249999999996
2017-08-15,1983.0249999999996
2017-08-20,1983.0249999999996
2017-08-25,1983.0249999999996
2017-08-28,1983.0249999999996
2017-09-01,1979.9199999999998
2017-09-05,1979.9199999999998
2017-09-10,1979.9199999999998
2017-09-15,1979.9199999999998
2017-09-20,1979.9199999999998
2017-09-25,1979.9199999999998
2017-09-28,1979.9199999999998
2017-10-01,1974.0499999999997
2017-10-05,1974.0499999999997
2017-10-10,1974.0499999999997
2017-10-15,1974.0499999999997
2017-10-20,1974.0499999999997
2017-10-25,1974.0499999999997
2017-10-28,1974.0499999999997
2017-11-01,1967.735714285714
2017-11-05,1967.735714285714
2017-11-10,1967.735714285714
2017-11-15,1967.735714285714
2017-11-20,1967.735714285714
2017-11-25,1967.735714285714
2017-11-28,1967.735714285714
2017-12-01,2172.8757142857135
2017-12-05,2172.8757142857135
2017-12-10,2172.8757142857135
2017-12-15,2172.8757142857135
2017-12-20,2172.8757142857135
2017-12-25,2172.8757142857135
2017-12-28,2172.8757142857135
2018-01-01,2011.1035714285713
2018-01-05,2011.1035714285713
2018-01-10,2011.1035714285713
2018-01-15,2011.1035714285713
2018-01-20,2011.1035714285713
2018-01-25,2011.1035714285713
2018-01-28,2011.1035714285713
2018-02-01,2001.1464285714285
2018-02-05,2001.1464285714285
2018-02-10,2001.1464285714285
2018-02-15,2001.1464285714285
2018-02-20,2001.1464285714285
2018-02-25,2001.1464285714285
2018-02-28,2001.1464285714285
2018-03-01,2024.6
2018-03-05,2024.6
2018-03-10,2024.6
2018-03-15,2024.6
2018-03-20,2024.6
2018-03-25,2024.6
2018-03-28,2024.6
2018-04-01,2041.2
2018-04-05,2041.2
2018-04-10,2041.2
2018-04-15,2041.2
2018-04-20,2041.2
2018-04-25,2041.2
2018-04-28,2041.2
2018-05-01,2071.3
2018-05-05,2071.3
2018-05-10,2071.3
2018-05-15,2071.3
2018-05-20,2071.3
2018-05-25,2071.3
2018-05-28,2071.3
2018-06-01,2104.9
2018-06-05,2104.9
2018-06-10,2104.9
2018-06-15,2104.9
2018-06-20,2104.9
2018-06-25,2104.9
2018-06-28,2104.9
2018-07-01,2105.8
2018-07-05,2105.8
2018-07-10,2105.8
2018-07-15,2105.8
2018-07-20,2105.8
2018-07-25,2105.8
2018-07-28,2105.8
2018-08-01,2100.3
2018-08-05,2100.3
2018-08-10,2100.3
2018-08-15,2100.3
2018-08-20,2100.3
2018-08-25,2100.3
2018-08-28,2100.3
2018-09-01,2236.1
2018-09-05,2236.1
2018-09-10,2236.1
2018-09-15,2236.1
2018-09-20,2236.1
2018-09-25,2236.1
2018-09-28,2236.1
2018-10-01,2278.5
2018-10-05,2278.5
2018-10-10,2278.5
2018-10-15,2278.5
2018-10-20,2278.5
2018-10-25,2278.5
2018-10-28,2278.5
2018-11-01,2273.9
2018-11-05,2273.9
2018-11-10,2273.9
2018-11-15,2273.9
2018-11-20,2273.9
2018-11-25,2273.9
2018-11-28,2273.9
2018-12-01,2394.6
2018-12-05,2394.6
2018-12-10,2394.6
2018-12-15,2394.6
2018-12-20,2394.6
2018-12-25,2394.6
2018-12-28,2394.6
2019-01-01,2331.4
2019-01-05,2331.4
2019-01-10,2331.4
2019-01-15,2331.4
2019-01-20,2331.4
2019-01-25,2331.4
2019-01-28,2331.4
2019-02-01,2337.5
2019-02-05,2337.5
2019-02-10,2337.5
2019-02-15,2337.5
2019-02-20,2337.5
2019-02-25,2337.5
2019-02-28,2337.5
2019-03-01,2346.3
2019-03-05,2346.3
2019-03-10,2346.3
2019-03-15,2346.3
2019-03-20,2346.3
2019-03-25,2346.3
2019-03-28,2346.3
2019-04-01,2377.0
2019-04-05,2377.0
2019-04-10,2377.0
2019-04-15,2377.0
2019-04-20,2377.0
2019-04-25,2377.0
2019-04-28,2377.0
2019-05-01,2389.1
2019-05-05,2389.1
2019-05-10,2389.1
2019-05-15,2389.1
2019-05-20,2389.1
2019-05-25,2389.1
2019-05-28,2389.1
2019-06-01,2393.7
2019-06-05,2393.7
2019-06-10,2393.7
2019-06-15,2393.7
2019-06-20,2393.7
2019-06-25,2393.7
2019-06-28,2393.7
2019-07-01,2403.8
2019-07-05,2403.8
2019-07-10,2403.8
2019-07-15,2403.8
2019-07-20,2403.8
2019-07-25,2403.8
2019-07-28,2403.8
2019-08-01,2424.3
2019-08-05,2424.3
2019-08-10,2424.3
2019-08-15,2424.3
2019-08-20,2424.3
2019-08-25,2424.3
2019-08-28,2424.3
2019-09-01,2490.2
2019-09-05,2490.2
2019-09-10,2490.2
2019-09-15,2490.2
2019-09-20,2490.2
2019-09-25,2490.2
2019-09-28,2490.2
2019-10-01,2488.6
2019-10-05,2488.6
2019-10-10,2488.6
2019-10-15,2488.6
2019-10-20,2488.6
2019-10-25,2488.6
2019-10-28,2488.6
2019-11-01,2499.1
2019-11-05,2499.1
2019-11-10,2499.1
2019-11-15,2499.1
2019-11-20,2499.1
2019-11-25,2499.1
2019-11-28,2499.1
2019-12-01,2526.4
2019-12-05,2526.4
2019-12-10,2526.4
2019-12-15,2526.4
2019-12-20,2526.4
2019-12-25,2526.4
2019-12-28,2526.4
2020-01-01,2479.3
2020-01-05,2479.3
2020-01-10,2479.3
2020-01-15,2479.3
2020-01-20,2479.3
2020-01-25,2479.3
2020-01-28,2479.3
2020-02-01,2474.1
2020-02-05,2474.1
2020-02-10,2474.1
2020-02-15,2474.1
2020-02-20,2474.1
2020-02-25,2474.1
2020-02-28,2474.1
2020-03-01,2536.4
2020-03-05,2536.4
2020-03-10,2536.4
2020-03-15,2536.4
2020-03-20,2536.4
2020-03-25,2536.4
2020-03-28,2536.4
2020-04-01,2684.8
2020-04-05,2684.8
2020-04-10,2684.8
2020-04-15,2684.8
2020-04-20,2684.8
2020-04-25,2684.8
2020-04-28,2684.8
2020-05-01,2699.5
2020-05-05,2699.5
2020-05-10,2699.5
2020-05-15,2699.5
2020-05-20,2699.5
2020-05-25,2699.5
2020-05-28,2699.5
2020-06-01,2635.7
